time,epoch,accuracy,top5_accuracy,top10_accuracy,top20_accuracy,macro_recall,micro_recall,micro_precision,micro_f1,cohen_kappa,cross_entropy
2022-08-09-23:44:15.451144,6,0.5195741057395935,0.7875211238861084,0.8808013200759888,0.9327939748764038,0.03590917959809303,0.5195741057395935,0.5195741057395935,0.5195741057395935,0.4025673270225525,1.993547797203064,
2022-08-10-00:14:10.190685,0,0.4448925256729126,0.7333562970161438,0.8559812307357788,0.9045721888542175,0.017572477459907532,0.4448925256729126,0.4448925256729126,0.4448924958705902,0.32394397258758545,2.2997336387634277,
2022-08-10-00:43:11.107363,1,0.4882456958293915,0.7456761598587036,0.8562025427818298,0.9060230255126953,0.01917002722620964,0.4882456958293915,0.4882456958293915,0.4882456958293915,0.36998218297958374,2.238431692123413,
2022-08-10-01:12:19.721244,2,0.47367170453071594,0.7217823266983032,0.8378087878227234,0.9025885462760925,0.015193083323538303,0.47367170453071594,0.47367170453071594,0.47367170453071594,0.340373158454895,2.314457416534424,
2022-08-10-01:41:22.910204,3,0.4895654022693634,0.7535779476165771,0.8541041612625122,0.9084903001785278,0.018868446350097656,0.4895654022693634,0.4895654022693634,0.4895654022693634,0.3439682126045227,2.2246625423431396,
2022-08-10-02:10:30.040146,4,0.47671273350715637,0.7410203218460083,0.8511778712272644,0.9063509106636047,0.019946902990341187,0.47671273350715637,0.47671273350715637,0.47671273350715637,0.35571640729904175,2.275637149810791,
2022-08-10-02:39:37.290166,5,0.4785652160644531,0.7601107954978943,0.8591124415397644,0.9169658422470093,0.021490788087248802,0.4785652160644531,0.4785652160644531,0.4785652160644531,0.3631359338760376,2.2001841068267822,
2022-08-10-03:08:41.515948,6,0.4970901310443878,0.7631436586380005,0.8655306100845337,0.9184085130691528,0.02262808009982109,0.4970901310443878,0.4970901310443878,0.4970901310443878,0.3635621666908264,2.1368846893310547,
2022-08-10-03:41:36.632747,0,0.3853669762611389,0.7310283780097961,0.8373088240623474,0.8910719752311707,0.015204320661723614,0.3853669762611389,0.3853669762611389,0.38536694645881653,0.2913140654563904,2.5553395748138428,
2022-08-10-04:13:32.760898,1,0.47612255811691284,0.7419301867485046,0.8416695594787598,0.8966540694236755,0.014406495727598667,0.47612255811691284,0.47612255811691284,0.47612255811691284,0.3624725937843323,2.377399206161499,
2022-08-10-04:45:40.363110,2,0.47963082790374756,0.7345038652420044,0.8387678265571594,0.8937113881111145,0.014632006175816059,0.47963082790374756,0.47963082790374756,0.47963082790374756,0.34912770986557007,2.3572475910186768,
2022-08-10-05:17:44.288113,3,0.48462268710136414,0.7441761493682861,0.8541861176490784,0.9048426747322083,0.01545078493654728,0.48462268710136414,0.48462268710136414,0.48462268710136414,0.3528357744216919,2.3320462703704834,
2022-08-10-05:49:45.859473,4,0.47916358709335327,0.7234380841255188,0.8454810976982117,0.9041295647621155,0.013342001475393772,0.47916358709335327,0.47916358709335327,0.47916358709335327,0.3433264493942261,2.3759775161743164,
2022-08-10-06:21:46.163512,5,0.47215527296066284,0.7463564872741699,0.8497106432914734,0.9058918952941895,0.01631464995443821,0.47215527296066284,0.47215527296066284,0.47215527296066284,0.35850197076797485,2.2930409908294678,
2022-08-10-06:53:52.378433,6,0.49586057662963867,0.7462745308876038,0.8562189340591431,0.9100313186645508,0.018691007047891617,0.49586057662963867,0.49586057662963867,0.49586057662963867,0.36639559268951416,2.238990545272827,
2022-08-10-07:42:13.310227,0,0.495926171541214,0.7696273922920227,0.870399534702301,0.9208511710166931,0.019165299832820892,0.495926171541214,0.495926171541214,0.495926171541214,0.37544184923171997,2.1214327812194824,
2022-08-10-08:29:41.180204,1,0.4918769299983978,0.7716602087020874,0.8662601113319397,0.9186052083969116,0.03009435161948204,0.4918769299983978,0.4918769299983978,0.4918769299983978,0.36642760038375854,2.116523027420044,
2022-08-10-09:21:35.418710,2,0.519016683101654,0.7980376482009888,0.8827767372131348,0.9303430914878845,0.03488588333129883,0.519016683101654,0.519016683101654,0.519016683101654,0.4151906967163086,1.9913904666900635,
2022-08-10-10:19:16.621149,3,0.5331562757492065,0.8067099452018738,0.8932031393051147,0.9383924603462219,0.04466012120246887,0.5331562757492065,0.5331562757492065,0.5331562757492065,0.42663586139678955,1.9111542701721191,
2022-08-28-07:59:34.201310,0,0.5733333230018616,1,1,1,0.5733333826065063,0.5733333230018616,0.5733333230018616,0.5733333230018616,0.36000001430511475,1.0366235971450806,
2022-08-28-07:59:36.802601,1,0.6399999856948853,1,1,1,0.6399999856948853,0.6399999856948853,0.6399999856948853,0.6399999856948853,0.4599999785423279,0.9735255837440491,
